Title,Author,Link,Bookshelf
Greener Than You Think,Ward Moore,http://www.gutenberg.org/ebooks/24246,
Meeting of the Minds,Robert Sheckley,http://www.gutenberg.org/ebooks/51833,
The Jewels of Aptor,Samuel R. Delany,http://www.gutenberg.org/ebooks/41981,
The Winds of Time,James H. Schmitz,http://www.gutenberg.org/ebooks/24395,
Project Mastodon,Clifford D. Simak,http://www.gutenberg.org/ebooks/22216,
Null-ABC,John Joseph McGuire and H. Beam Piper,http://www.gutenberg.org/ebooks/18346,
The Gifts of Asti,Andre Norton,http://www.gutenberg.org/ebooks/19029,
Beside Still Waters,Robert Sheckley,http://www.gutenberg.org/ebooks/29446,
Warm,Robert Sheckley,http://www.gutenberg.org/ebooks/29509,
"Astounding Stories, May, 1931",Various,http://www.gutenberg.org/ebooks/30532,
Starman's Quest,Robert Silverberg,http://www.gutenberg.org/ebooks/27444,
"Sentiment, Inc.",Poul Anderson,http://www.gutenberg.org/ebooks/37653,
Tedric,E. E. Smith,http://www.gutenberg.org/ebooks/49651,
Code Three,Rick Raphael,http://www.gutenberg.org/ebooks/19111,
Second Childhood,Clifford D. Simak,http://www.gutenberg.org/ebooks/51037,
Captives of the Flame,Samuel R. Delany,http://www.gutenberg.org/ebooks/41905,
Year of the Big Thaw,Marion Zimmer Bradley,http://www.gutenberg.org/ebooks/28650,
The Nothing Equation,Tom Godwin,http://www.gutenberg.org/ebooks/25628,
The Green Odyssey,Philip José Farmer,http://www.gutenberg.org/ebooks/50571,
Mémoires d'une contemporaine. Tome 1,Ida Saint-Elme,http://www.gutenberg.org/ebooks/28373,
"Arnoldiana, ou Sophie Arnould et ses contemporaines;",Sophie Arnould,http://www.gutenberg.org/ebooks/38974,
Les cotillons célèbres. Deuxième Série,Emile Gaboriau,http://www.gutenberg.org/ebooks/18027,
Confidences et Révélations: Comment on devient sorcier,Jean-Eugène Robert-Houdin,http://www.gutenberg.org/ebooks/40855,
Diane de Poitiers,M. Capefigue,http://www.gutenberg.org/ebooks/39953,
"Louis David, Son Ecole et Son Temps: Souvenirs",E. J. Delécluze,http://www.gutenberg.org/ebooks/31441,
La Vie de M. de Molière,Jean-Léonor Le Gallois de Grimarest,http://www.gutenberg.org/ebooks/22613,
"Mémoires du maréchal Marmont, duc de Raguse (7/9)",Marmont,http://www.gutenberg.org/ebooks/33869,
Mémoires pour servir à l'Histoire de mon temps (Tome 3),François Guizot,http://www.gutenberg.org/ebooks/15433,
Le Journal de la Belle Meunière,Marie Quinton,http://www.gutenberg.org/ebooks/22889,
"Mémoires de Luther écrits par lui-même, Tome II",Martin Luther and Jules Michelet,http://www.gutenberg.org/ebooks/44617,
"Correspondance, 1812-1876 — Tome 5",George Sand,http://www.gutenberg.org/ebooks/13839,
Les Dernières Années du Marquis et de la Marquise de Bombelles,Fleury,http://www.gutenberg.org/ebooks/45036,
Mémoires d'une contemporaine. Tome 5,Ida Saint-Elme,http://www.gutenberg.org/ebooks/28829,
Journal d'un voyageur pendant la guerre,George Sand,http://www.gutenberg.org/ebooks/17589,
Mémoires d'une contemporaine. Tome 8,Ida Saint-Elme,http://www.gutenberg.org/ebooks/31725,
Baudelaire et Sainte-Beuve,Fernand Vandérem,http://www.gutenberg.org/ebooks/44807,
"Charlotte de Bourbon, princesse d'Orange",comte Jules Delaborde,http://www.gutenberg.org/ebooks/35525,
Enfances célèbres,Louise Colet,http://www.gutenberg.org/ebooks/20703,
Chateaubriand et Madame de Custine: Episodes et correspondance inédite,,http://www.gutenberg.org/ebooks/22384,
Les cotillons célèbres,Emile Gaboriau,http://www.gutenberg.org/ebooks/17105,
Histoire du Chevalier d'Iberville (1663-1706),Adam Charles Gustave Desmazures,http://www.gutenberg.org/ebooks/13981,
Trois Héros de la colonie de Montréal,Paul Dupuy,http://www.gutenberg.org/ebooks/13122,
Séance De L'académie Française Du 2 Mai 1901,M. Berthelot and Jules Lemaître,http://www.gutenberg.org/ebooks/14541,
"Les rues de Paris, Tome Premier",Bathild Bouniol,http://www.gutenberg.org/ebooks/31746,
"Transactions of the American Society of Civil Engineers, vol. LXX, Dec. 1910",,http://www.gutenberg.org/ebooks/17776,
"Transactions of the American Society of Civil Engineers, vol. LXX, Dec. 1910",,http://www.gutenberg.org/ebooks/25220,
Fifty years with the Revere Copper Co.,S. T. Snow,http://www.gutenberg.org/ebooks/24423,
"Transactions of the American Society of Civil Engineers, vol. LXX, Dec. 1910",,http://www.gutenberg.org/ebooks/25222,
A Succinct View of the Importance and Practicability of Forming a Ship Canal,,http://www.gutenberg.org/ebooks/29269,
"Si Klegg, Book 3",John McElroy,http://www.gutenberg.org/ebooks/31773,
"Personal Memoirs of P. H. Sheridan, Volume 2, Part 4",Philip Henry Sheridan,http://www.gutenberg.org/ebooks/5857,
A Lieutenant at Eighteen,Oliver Optic,http://www.gutenberg.org/ebooks/24866,
His Sombre Rivals,Edward Payson Roe,http://www.gutenberg.org/ebooks/6128,
Two Little Confederates,Thomas Nelson Page,http://www.gutenberg.org/ebooks/26725,
"The Young Lieutenant; or, The Adventures of an Army Officer",Oliver Optic,http://www.gutenberg.org/ebooks/25886,
"The Great Conspiracy, Volume 3",John Alexander Logan,http://www.gutenberg.org/ebooks/7135,
"Memoirs of General W. T. Sherman, Volume II., Part 3",William T. Sherman,http://www.gutenberg.org/ebooks/5852,
The Flag Replaced on Sumter,William A. Spicer,http://www.gutenberg.org/ebooks/23846,
Personal Recollections of the Civil War,James Madison Stone,http://www.gutenberg.org/ebooks/33179,
The Crisis — Volume 01,Winston Churchill,http://www.gutenberg.org/ebooks/5388,
"History of the 159th Regiment, N.Y.S.V.",Edward Duffy,http://www.gutenberg.org/ebooks/24195,
"The Great Conspiracy, Volume 6",John Alexander Logan,http://www.gutenberg.org/ebooks/7138,
"Personal Memoirs of U. S. Grant, Part 5.",Ulysses S. Grant,http://www.gutenberg.org/ebooks/5864,
Tom of the Raiders,Austin Bishop,http://www.gutenberg.org/ebooks/7504,
"Personal Memoirs of P. H. Sheridan, Volume 2, Part 6",Philip Henry Sheridan,http://www.gutenberg.org/ebooks/5859,
History of the Confederate Powder Works,George Washington Rains,http://www.gutenberg.org/ebooks/24537,
Army of the Cumberland and the Battle of Stone's River,G. C. Kniffin,http://www.gutenberg.org/ebooks/32043,
"The Last Campaign of the Twenty-Second Regiment, N.G., S.N.Y. June and July,",,http://www.gutenberg.org/ebooks/32013,
The Crisis — Volume 06,Winston Churchill,http://www.gutenberg.org/ebooks/5393,
The County Regiment,Dudley Landon Vaill,http://www.gutenberg.org/ebooks/27969,
The Littlest Rebel,Edward Peple,http://www.gutenberg.org/ebooks/15414,
"The Great Conspiracy, Volume 4",John Alexander Logan,http://www.gutenberg.org/ebooks/7136,
A Captain in the Ranks: A Romance of Affairs,George Cary Eggleston,http://www.gutenberg.org/ebooks/30263,
An Undivided Union,Oliver Optic and Edward Stratemeyer,http://www.gutenberg.org/ebooks/25440,
Your Boys,Gipsy Smith,http://www.gutenberg.org/ebooks/16495,
The Next of Kin: Those who Wait and Wonder,Nellie L. McClung,http://www.gutenberg.org/ebooks/16552,
Over the Top With the Third Australian Division,G. P. Cuttriss,http://www.gutenberg.org/ebooks/16588,
No Man's Land,H. C. McNeile,http://www.gutenberg.org/ebooks/23874,
The Soul of the War,Philip Gibbs,http://www.gutenberg.org/ebooks/11682,
The Moving Picture Boys on the War Front,Victor Appleton,http://www.gutenberg.org/ebooks/17744,
Towards the Great Peace,Ralph Adams Cram,http://www.gutenberg.org/ebooks/10642,
The Children of France,Ruth Royce,http://www.gutenberg.org/ebooks/16437,
"New-Yorker Staats-Zeitung, 16. Oktober 1915",Unknown,http://www.gutenberg.org/ebooks/22628,
Tactics and Duties for Trench Fighting,Bertrand and Solbert,http://www.gutenberg.org/ebooks/59317,
The Secret Memoirs of Bertha Krupp,Henry W. Fischer,http://www.gutenberg.org/ebooks/44979,
With the Allies,Richard Harding Davis,http://www.gutenberg.org/ebooks/11730,
The Day of Wrath: A Story of 1914,Louis Tracy,http://www.gutenberg.org/ebooks/33622,
A Kut Prisoner,Harry Coghill Watson Bishop,http://www.gutenberg.org/ebooks/34069,
The Riddle of the Rhine: Chemical Strategy in Peace and War,Victor Lefebure,http://www.gutenberg.org/ebooks/1272,
The Fight for Constantinople: A Story of the Gallipoli Peninsula,Westerman,http://www.gutenberg.org/ebooks/37600,
Some War-time Lessons,Frederick P. Keppel,http://www.gutenberg.org/ebooks/32608,
My Four Years in Germany,James W. Gerard,http://www.gutenberg.org/ebooks/7238,
Somewhere in France,Richard Harding Davis,http://www.gutenberg.org/ebooks/11144,
England and the War,Sir Walter Alexander Raleigh,http://www.gutenberg.org/ebooks/10159,
On the Fringe of the Great Fight,George Gallie Nasmith,http://www.gutenberg.org/ebooks/19876,
Armageddon—And After,W. L. Courtney,http://www.gutenberg.org/ebooks/17158,
The Escape of a Princess Pat,Edward Edwards and George Pearson,http://www.gutenberg.org/ebooks/25683,
L.P.M. : The End of the Great War,J. Stewart Barney,http://www.gutenberg.org/ebooks/7826,
The Boy Scouts on Belgian Battlefields,John Henry Goldfrap,http://www.gutenberg.org/ebooks/29991,
The Eagle of the Empire: A Story of Waterloo,Cyrus Townsend Brady,http://www.gutenberg.org/ebooks/20515,
The Eagle Cliff,R. M. Ballantyne,http://www.gutenberg.org/ebooks/23373,
No Surrender! A Tale of the Rising in La Vendee,G. A. Henty,http://www.gutenberg.org/ebooks/20091,
The Red Man's Revenge: A Tale of The Red River Flood,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21697,
Red Rooney: The Last of the Crew,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21696,
"Brave Tom; Or, The Battle That Won",Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/11978,
The Goat and Her Kid,Harriet Myrtle,http://www.gutenberg.org/ebooks/21275,
The Middy and the Moors: An Algerine Story,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21751,
The Honorable Miss: A Story of an Old-Fashioned Town,L. T. Meade,http://www.gutenberg.org/ebooks/15778,
The Lone Ranche,Mayne Reid,http://www.gutenberg.org/ebooks/21240,
Light O' the Morning: The Story of an Irish Girl,L. T. Meade,http://www.gutenberg.org/ebooks/7231,
A Victorious Union,Oliver Optic,http://www.gutenberg.org/ebooks/18678,
"Brave and Bold; Or, The Fortunes of Robert Rushton",Jr. Horatio Alger,http://www.gutenberg.org/ebooks/9990,
Digging for Gold: Adventures in California,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21727,
The Big Otter,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21718,
"Down the Rhine; Or, Young America in Germany",Oliver Optic,http://www.gutenberg.org/ebooks/24124,
The Telegraph Boy,Jr. Horatio Alger,http://www.gutenberg.org/ebooks/24013,
Fast in the Ice: Adventures in the Polar Regions,R. M. Ballantyne,http://www.gutenberg.org/ebooks/23492,
The Jungle Fugitives: A Tale of Life and Adventure in India,Ellis,http://www.gutenberg.org/ebooks/16805,
The Forest of Swords: A Story of Paris and the Marne,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/15760,
"Gascoyne, The Sandal-Wood Trader: A Tale of the Pacific",R. M. Ballantyne,http://www.gutenberg.org/ebooks/15689,
Oonomoo the Huron,Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/16869,
"Across India; Or, Live Boys in the Far East",Oliver Optic,http://www.gutenberg.org/ebooks/15540,
Taken,the Enemy Oliver Optic,http://www.gutenberg.org/ebooks/18579,
On The Blockade,Oliver Optic,http://www.gutenberg.org/ebooks/18617,
"The Outdoor Chums After Big Game; Or, Perilous Adventures in the Wilderness",,http://www.gutenberg.org/ebooks/15188,
"The Girl Scouts at Home; or, Rosanna's Beautiful Day",Katherine Keene Galt,http://www.gutenberg.org/ebooks/20736,
The Wonder Island Boys:  The Tribesmen,Roger Thompson Finlay,http://www.gutenberg.org/ebooks/20753,
The Tale of Nimble Deer,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/21619,
Ethel Morton's Enterprise,Mabell S. C. Smith,http://www.gutenberg.org/ebooks/11660,
Peggy Stewart at School,Gabrielle E. Jackson,http://www.gutenberg.org/ebooks/22113,
"The Grammar School Boys of Gridley; or, Dick & Co. Start Things Moving",Hancock,http://www.gutenberg.org/ebooks/22307,
Peck's Bad Boy with the Circus,George W. Peck,http://www.gutenberg.org/ebooks/10212,
"The Boy Allies at Jutland; Or, The Greatest Naval Battle of History",Hayes,http://www.gutenberg.org/ebooks/10081,
Dorothy Dainty at Glenmore,Amy Brooks,http://www.gutenberg.org/ebooks/7479,
Billy Whiskers' Adventures,Frances Trego Montgomery,http://www.gutenberg.org/ebooks/18990,
The Bobbsey Twins at the County Fair,Laura Lee Hope,http://www.gutenberg.org/ebooks/16756,
Grace Harlowe's Second Year at Overton College,Josephine Chase,http://www.gutenberg.org/ebooks/6858,
Bunny Brown and His Sister Sue at Christmas Tree Cove,Laura Lee Hope,http://www.gutenberg.org/ebooks/20134,
The Moving Picture Girls Under the Palms,Laura Lee Hope,http://www.gutenberg.org/ebooks/17118,
The Tale of Tommy Fox,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/5955,
The Bobbsey Twins in Washington,Laura Lee Hope,http://www.gutenberg.org/ebooks/5617,
The Moving Picture Boys on the War Front,Victor Appleton,http://www.gutenberg.org/ebooks/17744,
Pee-wee Harris Adrift,Percy Keese Fitzhugh,http://www.gutenberg.org/ebooks/17767,
Rollo in Geneva,Jacob Abbott,http://www.gutenberg.org/ebooks/25355,
Peck's Sunshine,George W. Peck,http://www.gutenberg.org/ebooks/25491,
The French Twins,Lucy Fitch Perkins,http://www.gutenberg.org/ebooks/4091,
The Scotch Twins,Lucy Fitch Perkins,http://www.gutenberg.org/ebooks/4086,
The Tale of Dickie Deer Mouse,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/18953,
"Peggy Stewart, Navy Girl, at Home",Gabrielle E. Jackson,http://www.gutenberg.org/ebooks/5729,
"Mingo, and Other Sketches in Black and White",Joel Chandler Harris,http://www.gutenberg.org/ebooks/19648,
Cornelli,Johanna Spyri,http://www.gutenberg.org/ebooks/6380,
"Jackanapes, Daddy Darwin's Dovecot and Other Stories",Juliana Horatia Ewing,http://www.gutenberg.org/ebooks/7865,
"The Vision of the Fountain (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9207,
Erick and Sally,Johanna Spyri,http://www.gutenberg.org/ebooks/10436,
Rab and His Friends,John Brown,http://www.gutenberg.org/ebooks/5420,
The Adventures of Poor Mrs. Quack,Thornton W. Burgess,http://www.gutenberg.org/ebooks/5846,
Contes pour les petits garçons,Christoph von Schmid,http://www.gutenberg.org/ebooks/14069,
Penelope's Experiences in Scotland,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/1217,
What Sami Sings with the Birds,Johanna Spyri,http://www.gutenberg.org/ebooks/9482,
"Footprints on the Sea-Shore (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9218,
Heimatlos,Johanna Spyri,http://www.gutenberg.org/ebooks/20780,
"A Flat Iron for a Farthing; or, Some Passages in the Life of an only Son",Ewing,http://www.gutenberg.org/ebooks/19859,
The Miraculous Pitcher,Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9258,
Verses,Susan Coolidge,http://www.gutenberg.org/ebooks/4560,
La Legendo de Dorm-Valeto,Washington Irving,http://www.gutenberg.org/ebooks/19293,
Timothy's Quest,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/18531,
"The Sister Years (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9211,
"Sights from a Steeple (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9205,
Penelope's Postscripts,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/1868,
Penelope's English Experiences,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/1278,
Marm Lisa,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/3149,
Bimbi: Stories for Children,Ouida,http://www.gutenberg.org/ebooks/5834,
"Sunday at Home (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9201,
Melchior's Dream and Other Tales,Juliana Horatia Ewing,http://www.gutenberg.org/ebooks/16540,
Cleopatra — Volume 05,Georg Ebers,http://www.gutenberg.org/ebooks/5477,
The Prince and the Page: A Story of the Last Crusade,Charlotte M. Yonge,http://www.gutenberg.org/ebooks/3696,
Vittoria — Volume 7,George Meredith,http://www.gutenberg.org/ebooks/4441,
An Egyptian Princess — Volume 01,Georg Ebers,http://www.gutenberg.org/ebooks/5450,
"St. George and St. Michael, Volume 1",George MacDonald,http://www.gutenberg.org/ebooks/5750,
The Days of Bruce: A Story from Scottish History. Vol. 1,Grace Aguilar,http://www.gutenberg.org/ebooks/18387,
Homo Sum — Volume 01,Georg Ebers,http://www.gutenberg.org/ebooks/5494,
Cleopatra — Volume 08,Georg Ebers,http://www.gutenberg.org/ebooks/5480,
The Rival Heirs; being the Third and Last Chronicle of Aescendune,A. D. Crake,http://www.gutenberg.org/ebooks/13375,
Uarda : a Romance of Ancient Egypt — Volume 01,Georg Ebers,http://www.gutenberg.org/ebooks/5439,
Devereux — Volume 05,Baron Edward Bulwer Lytton Lytton,http://www.gutenberg.org/ebooks/7628,
Vittoria — Volume 5,George Meredith,http://www.gutenberg.org/ebooks/4439,
"""War to the Knife;"" or, Tangata Maori",Rolf Boldrewood,http://www.gutenberg.org/ebooks/53358,
Senz'Amore,marchesa Colombi,http://www.gutenberg.org/ebooks/17852,
The Lord of Dynevor: A Tale of the Times of Edward the First,Everett-Green,http://www.gutenberg.org/ebooks/13227,
From the Memoirs of a Minister of France,Stanley John Weyman,http://www.gutenberg.org/ebooks/2079,
Serapis — Volume 05,Georg Ebers,http://www.gutenberg.org/ebooks/5505,
Serapis — Volume 03,Georg Ebers,http://www.gutenberg.org/ebooks/5503,
The Sisters — Volume 4,Georg Ebers,http://www.gutenberg.org/ebooks/5464,
Homo Sum — Volume 04,Georg Ebers,http://www.gutenberg.org/ebooks/5497,
Homo Sum — Volume 02,Georg Ebers,http://www.gutenberg.org/ebooks/5495,
An Egyptian Princess — Volume 10,Georg Ebers,http://www.gutenberg.org/ebooks/5459,
Cleopatra — Volume 02,Georg Ebers,http://www.gutenberg.org/ebooks/5474,
"The Prince and the Pauper, Part 3.",Mark Twain,http://www.gutenberg.org/ebooks/7156,
La pergamena distrutta,Virginia Mulazzi,http://www.gutenberg.org/ebooks/17850,
The Green Odyssey,Philip José Farmer,http://www.gutenberg.org/ebooks/50571,
The Right Time,John Berryman,http://www.gutenberg.org/ebooks/30770,
At the Earth's Core,Edgar Rice Burroughs,http://www.gutenberg.org/ebooks/545,
Lord Tedric,E. E. Smith,http://www.gutenberg.org/ebooks/49462,
Police Operation,H. Beam Piper,http://www.gutenberg.org/ebooks/19067,
Oneness,James H. Schmitz,http://www.gutenberg.org/ebooks/30728,
Naar het middelpunt der Aarde,Jules Verne,http://www.gutenberg.org/ebooks/10349,
Invaders from the Infinite,Jr. John W. Campbell,http://www.gutenberg.org/ebooks/20154,
The Ultimate Experiment,Thornton DeKy,http://www.gutenberg.org/ebooks/22466,
"Astounding Stories of Super-Science, October, 1930",Various,http://www.gutenberg.org/ebooks/29882,
The Saracen: Land of the Infidel,Robert Shea,http://www.gutenberg.org/ebooks/28515,
Operation: Outer Space,Murray Leinster,http://www.gutenberg.org/ebooks/18361,
Coming Attraction,Fritz Leiber,http://www.gutenberg.org/ebooks/51082,
"Astounding Stories,  August, 1931",Various,http://www.gutenberg.org/ebooks/33016,
A Slave is a Slave,H. Beam Piper,http://www.gutenberg.org/ebooks/20726,
Mizora: A Prophecy,Mary E. Bradley Lane,http://www.gutenberg.org/ebooks/24750,
Genesis,H. Beam Piper,http://www.gutenberg.org/ebooks/18105,
A Trace of Memory,Keith Laumer,http://www.gutenberg.org/ebooks/51712,
It Could Be Anything,Keith Laumer,http://www.gutenberg.org/ebooks/26782,
Navy Day,Harry Harrison,http://www.gutenberg.org/ebooks/30019,
Time Fuze,Randall Garrett,http://www.gutenberg.org/ebooks/32347,
The Draw,Jerome Bixby,http://www.gutenberg.org/ebooks/31778,
The Last Evolution,Jr. John W. Campbell,http://www.gutenberg.org/ebooks/27462,
Survival Kit,Frederik Pohl,http://www.gutenberg.org/ebooks/51809,
The Hour of Battle,Robert Sheckley,http://www.gutenberg.org/ebooks/29445,
The Eagle of the Empire: A Story of Waterloo,Cyrus Townsend Brady,http://www.gutenberg.org/ebooks/20515,
The Eagle Cliff,R. M. Ballantyne,http://www.gutenberg.org/ebooks/23373,
No Surrender! A Tale of the Rising in La Vendee,G. A. Henty,http://www.gutenberg.org/ebooks/20091,
The Red Man's Revenge: A Tale of The Red River Flood,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21697,
Red Rooney: The Last of the Crew,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21696,
"Brave Tom; Or, The Battle That Won",Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/11978,
The Goat and Her Kid,Harriet Myrtle,http://www.gutenberg.org/ebooks/21275,
The Middy and the Moors: An Algerine Story,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21751,
The Honorable Miss: A Story of an Old-Fashioned Town,L. T. Meade,http://www.gutenberg.org/ebooks/15778,
The Lone Ranche,Mayne Reid,http://www.gutenberg.org/ebooks/21240,
Light O' the Morning: The Story of an Irish Girl,L. T. Meade,http://www.gutenberg.org/ebooks/7231,
A Victorious Union,Oliver Optic,http://www.gutenberg.org/ebooks/18678,
"Brave and Bold; Or, The Fortunes of Robert Rushton",Jr. Horatio Alger,http://www.gutenberg.org/ebooks/9990,
Digging for Gold: Adventures in California,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21727,
The Big Otter,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21718,
"Down the Rhine; Or, Young America in Germany",Oliver Optic,http://www.gutenberg.org/ebooks/24124,
The Telegraph Boy,Jr. Horatio Alger,http://www.gutenberg.org/ebooks/24013,
Fast in the Ice: Adventures in the Polar Regions,R. M. Ballantyne,http://www.gutenberg.org/ebooks/23492,
The Jungle Fugitives: A Tale of Life and Adventure in India,Ellis,http://www.gutenberg.org/ebooks/16805,
The Forest of Swords: A Story of Paris and the Marne,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/15760,
"Gascoyne, The Sandal-Wood Trader: A Tale of the Pacific",R. M. Ballantyne,http://www.gutenberg.org/ebooks/15689,
Oonomoo the Huron,Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/16869,
"Across India; Or, Live Boys in the Far East",Oliver Optic,http://www.gutenberg.org/ebooks/15540,
Taken,the Enemy Oliver Optic,http://www.gutenberg.org/ebooks/18579,
On The Blockade,Oliver Optic,http://www.gutenberg.org/ebooks/18617,
"The Outdoor Chums After Big Game; Or, Perilous Adventures in the Wilderness",,http://www.gutenberg.org/ebooks/15188,
"The Girl Scouts at Home; or, Rosanna's Beautiful Day",Katherine Keene Galt,http://www.gutenberg.org/ebooks/20736,
The Wonder Island Boys:  The Tribesmen,Roger Thompson Finlay,http://www.gutenberg.org/ebooks/20753,
The Tale of Nimble Deer,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/21619,
Ethel Morton's Enterprise,Mabell S. C. Smith,http://www.gutenberg.org/ebooks/11660,
Peggy Stewart at School,Gabrielle E. Jackson,http://www.gutenberg.org/ebooks/22113,
"The Grammar School Boys of Gridley; or, Dick & Co. Start Things Moving",Hancock,http://www.gutenberg.org/ebooks/22307,
Peck's Bad Boy with the Circus,George W. Peck,http://www.gutenberg.org/ebooks/10212,
"The Boy Allies at Jutland; Or, The Greatest Naval Battle of History",Hayes,http://www.gutenberg.org/ebooks/10081,
Dorothy Dainty at Glenmore,Amy Brooks,http://www.gutenberg.org/ebooks/7479,
Billy Whiskers' Adventures,Frances Trego Montgomery,http://www.gutenberg.org/ebooks/18990,
The Bobbsey Twins at the County Fair,Laura Lee Hope,http://www.gutenberg.org/ebooks/16756,
Grace Harlowe's Second Year at Overton College,Josephine Chase,http://www.gutenberg.org/ebooks/6858,
Bunny Brown and His Sister Sue at Christmas Tree Cove,Laura Lee Hope,http://www.gutenberg.org/ebooks/20134,
The Moving Picture Girls Under the Palms,Laura Lee Hope,http://www.gutenberg.org/ebooks/17118,
The Tale of Tommy Fox,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/5955,
The Bobbsey Twins in Washington,Laura Lee Hope,http://www.gutenberg.org/ebooks/5617,
The Moving Picture Boys on the War Front,Victor Appleton,http://www.gutenberg.org/ebooks/17744,
Pee-wee Harris Adrift,Percy Keese Fitzhugh,http://www.gutenberg.org/ebooks/17767,
Rollo in Geneva,Jacob Abbott,http://www.gutenberg.org/ebooks/25355,
Peck's Sunshine,George W. Peck,http://www.gutenberg.org/ebooks/25491,
The French Twins,Lucy Fitch Perkins,http://www.gutenberg.org/ebooks/4091,
The Scotch Twins,Lucy Fitch Perkins,http://www.gutenberg.org/ebooks/4086,
The Tale of Dickie Deer Mouse,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/18953,
"Peggy Stewart, Navy Girl, at Home",Gabrielle E. Jackson,http://www.gutenberg.org/ebooks/5729,
"Mingo, and Other Sketches in Black and White",Joel Chandler Harris,http://www.gutenberg.org/ebooks/19648,
Cornelli,Johanna Spyri,http://www.gutenberg.org/ebooks/6380,
"Jackanapes, Daddy Darwin's Dovecot and Other Stories",Juliana Horatia Ewing,http://www.gutenberg.org/ebooks/7865,
"The Vision of the Fountain (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9207,
Erick and Sally,Johanna Spyri,http://www.gutenberg.org/ebooks/10436,
Rab and His Friends,John Brown,http://www.gutenberg.org/ebooks/5420,
The Adventures of Poor Mrs. Quack,Thornton W. Burgess,http://www.gutenberg.org/ebooks/5846,
Contes pour les petits garçons,Christoph von Schmid,http://www.gutenberg.org/ebooks/14069,
Penelope's Experiences in Scotland,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/1217,
What Sami Sings with the Birds,Johanna Spyri,http://www.gutenberg.org/ebooks/9482,
"Footprints on the Sea-Shore (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9218,
Heimatlos,Johanna Spyri,http://www.gutenberg.org/ebooks/20780,
"A Flat Iron for a Farthing; or, Some Passages in the Life of an only Son",Ewing,http://www.gutenberg.org/ebooks/19859,
The Miraculous Pitcher,Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9258,
Verses,Susan Coolidge,http://www.gutenberg.org/ebooks/4560,
La Legendo de Dorm-Valeto,Washington Irving,http://www.gutenberg.org/ebooks/19293,
Timothy's Quest,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/18531,
"The Sister Years (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9211,
"Sights from a Steeple (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9205,
Penelope's Postscripts,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/1868,
Penelope's English Experiences,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/1278,
Marm Lisa,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/3149,
Bimbi: Stories for Children,Ouida,http://www.gutenberg.org/ebooks/5834,
"Sunday at Home (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9201,
Melchior's Dream and Other Tales,Juliana Horatia Ewing,http://www.gutenberg.org/ebooks/16540,
